receiptNumber,totalAmount,paymentMethod,status,createdAt,customerId,cashierId,items.0.productId,items.0.batchNumber,items.0.quantity,items.0.price,items.0.costPrice,items.1.productId,items.1.batchNumber,items.1.quantity,items.1.price,items.1.costPrice,items.2.productId,items.2.batchNumber,items.2.quantity,items.2.price,items.2.costPrice,items.3.productId,items.3.batchNumber,items.3.quantity,items.3.price,items.3.costPrice,items.4.productId,items.4.batchNumber,items.4.quantity,items.4.price,items.4.costPrice
REC-20250612-2381,510.64,Card,completed,2025-06-12T15:03:28.396Z,69f6f37778e1596ba7c95e06,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,,,,,,,,,,,,,,,
REC-20250612-2382,3188.98,Card,completed,2025-06-12T05:14:40.396Z,69f6f37778e1596ba7c95dff,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,1e09581578adf6bdeb94eb77,B20267303,3,383.82,307.06,1e09581578adf6bdeb94eb77,B20267303,2,383.82,307.06
REC-20250612-2383,2412.79,Online,completed,2025-06-12T03:49:29.396Z,69f6f37778e1596ba7c95e28,PLACEHOLDER_CASHIER_ID,3fdbbe053491e0287ba3453d,B20267019,1,548.65,438.92,ee0beab30c8bb73e1a629812,B20268641,3,621.38,497.1,,,,,,,,,,,,,,,
REC-20250612-2384,825.34,Online,completed,2025-06-12T04:58:33.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,,,,,,,,,,,,,,,
REC-20250612-2385,3704.27,Online,completed,2025-06-12T12:44:03.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,3be7e7f67fc0680975e18b04,B20264537,3,292.13,233.7,c3b86cd2b2a17e592eaf725d,B20261491,1,585.88,468.7,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17
REC-20250612-2386,2433.13,Online,completed,2025-06-12T04:20:26.396Z,69f6f37778e1596ba7c95e2b,PLACEHOLDER_CASHIER_ID,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,a42b0bf5a343277b1818fc29,B20269522,3,435.42,348.34,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,,,,,
REC-20250612-2387,2228.82,Cash,completed,2025-06-12T09:33:55.396Z,,PLACEHOLDER_CASHIER_ID,ee0beab30c8bb73e1a629812,B20268641,2,621.38,497.1,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,,,,,,,,,,,
REC-20250612-2388,787.26,Online,completed,2025-06-12T08:25:27.396Z,69f6f37778e1596ba7c95e09,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,,,,,,,,,,,,,,,,,,,,
REC-20250612-2389,1855.98,Card,completed,2025-06-12T05:28:06.396Z,,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,,,,,,,,,,,,,,,,,,,,
REC-20250612-2390,2231.28,Online,completed,2025-06-12T07:53:44.396Z,,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,,,,,,,,,,,,,,,
REC-20250612-2391,1538.10,Cash,completed,2025-06-12T09:24:34.396Z,69f6f37778e1596ba7c95dff,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,85228637ddf9200979819e3c,B20268554,2,241.1,192.88,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,,,,,,,,,,
REC-20250612-2392,921.32,Cash,completed,2025-06-12T09:40:59.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,,,,,,,,,,,,,,,,
REC-20250612-2393,1171.85,Cash,completed,2025-06-12T03:49:03.396Z,69f6f37778e1596ba7c95e0d,PLACEHOLDER_CASHIER_ID,c67eef88155269b4b864dbfb,B20264182,1,137.47,109.98,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,,,,,
REC-20250612-2394,757.61,Card,completed,2025-06-12T06:13:44.396Z,69f6f37778e1596ba7c95e1a,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,,,,,,,,,,,,,,,
REC-20250612-2395,1803.30,Cash,completed,2025-06-12T10:05:24.396Z,69f6f37778e1596ba7c95e2d,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,efeda5ca57ac1a5cf13ae40e,B20261477,2,429.6,343.68,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,,,,,,
REC-20250612-2396,963.48,Online,completed,2025-06-12T02:42:21.396Z,69f6f37778e1596ba7c95e2a,PLACEHOLDER_CASHIER_ID,c3b86cd2b2a17e592eaf725d,B20261491,1,585.88,468.7,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08,,,,,,,,,,,,,,,
REC-20250612-2397,2098.14,Online,completed,2025-06-12T09:25:30.396Z,,PLACEHOLDER_CASHIER_ID,3eb562f9a356dd1f95c0b2e5,B20263687,1,242.16,193.73,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,,,,,,,,,,,,,,,
REC-20250612-2398,290.02,Cash,completed,2025-06-12T03:28:44.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,,,,,,,,,,,,,,,,,,,,
REC-20250612-2399,3681.37,Card,completed,2025-06-12T06:18:45.396Z,69f6f37778e1596ba7c95e27,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04
REC-20250612-2400,3615.15,Card,completed,2025-06-12T14:39:36.396Z,,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,3,481.81,385.45,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,446e6b817445b26abca1a1b6,B20266835,1,366.42,293.14,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,,,,,
REC-20250612-2401,1462.94,Card,completed,2025-06-12T14:24:06.396Z,69f6f37778e1596ba7c95e04,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,1e09581578adf6bdeb94eb77,B20267303,1,383.82,307.06,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,,,,,
REC-20250612-2402,481.81,Card,completed,2025-06-12T10:26:53.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,,,,,,,,,,,,,,,,,,,,
REC-20250612-2403,145.01,Cash,completed,2025-06-12T13:00:13.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,,,,,,,,,,,,,,,,,,,,
REC-20250612-2404,3199.67,Card,completed,2025-06-12T05:11:19.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,,,,,,,,,,
REC-20250612-2405,1616.45,Cash,completed,2025-06-12T14:18:35.396Z,69f6f37778e1596ba7c95e2f,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,23fff3753ae81ad1a904efa6,B20266129,1,216.64,173.31,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,,,,,,,,,,
REC-20250612-2406,1293.24,Card,completed,2025-06-12T05:22:13.396Z,69f6f37778e1596ba7c95e20,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92,,,,,,,,,,,,,,,
REC-20250612-2407,4058.79,Online,completed,2025-06-12T04:50:01.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,,,,,
REC-20250613-2408,740.04,Online,completed,2025-06-13T13:22:14.396Z,69f6f37778e1596ba7c95e2f,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,,,,,,,,,,,,,,,
REC-20250613-2409,1479.09,Online,completed,2025-06-13T02:45:06.396Z,69f6f37778e1596ba7c95e17,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,,,,,,,,,,,,,,,,,,,,
REC-20250613-2410,986.06,Cash,completed,2025-06-13T12:11:07.396Z,69f6f37778e1596ba7c95e2e,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,,,,,,,,,,,,,,,,
REC-20250613-2411,3923.53,Card,completed,2025-06-13T02:49:57.396Z,69f6f37778e1596ba7c95e20,PLACEHOLDER_CASHIER_ID,aa1dc71dc32c959e4001e9cf,B20268895,3,500.14,400.11,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19
REC-20250613-2412,2215.37,Cash,completed,2025-06-13T09:19:28.396Z,69f6f37778e1596ba7c95e02,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01
REC-20250613-2413,2729.23,Card,completed,2025-06-13T06:40:05.396Z,69f6f37778e1596ba7c95e11,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01
REC-20250613-2414,1164.28,Online,completed,2025-06-13T15:24:47.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,,,,,,,,,,
REC-20250613-2415,2752.52,Online,completed,2025-06-13T09:14:15.396Z,69f6f37778e1596ba7c95e1a,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,
REC-20250613-2416,2884.32,Online,completed,2025-06-13T12:58:08.396Z,69f6f37778e1596ba7c95e06,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75
REC-20250613-2417,3576.67,Online,completed,2025-06-13T09:07:53.396Z,69f6f37778e1596ba7c95e0a,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,085e5274131972e08df79438,B20266214,2,215.43,172.34,e76120026776a5ce43c666b8,B20267762,3,314.97,251.98
REC-20250613-2418,1808.71,Card,completed,2025-06-13T04:47:43.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,,,,,
REC-20250613-2419,2274.65,Card,completed,2025-06-13T12:30:25.396Z,69f6f37778e1596ba7c95e2b,PLACEHOLDER_CASHIER_ID,c67eef88155269b4b864dbfb,B20264182,3,137.47,109.98,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,85228637ddf9200979819e3c,B20268554,1,241.1,192.88,1e09581578adf6bdeb94eb77,B20267303,1,383.82,307.06,,,,,
REC-20250613-2420,2740.31,Online,completed,2025-06-13T03:35:52.396Z,69f6f37778e1596ba7c95e10,PLACEHOLDER_CASHIER_ID,3fdbbe053491e0287ba3453d,B20267019,3,548.65,438.92,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,,,,,,,,,,
REC-20250613-2421,2875.29,Cash,completed,2025-06-13T13:56:14.396Z,69f6f37778e1596ba7c95e17,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,1e09581578adf6bdeb94eb77,B20267303,3,383.82,307.06,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,
REC-20250613-2422,2301.95,Cash,completed,2025-06-13T07:57:02.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08,,,,,
REC-20250613-2423,3576.28,Card,completed,2025-06-13T12:16:15.396Z,69f6f37778e1596ba7c95e2b,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,3fdbbe053491e0287ba3453d,B20267019,1,548.65,438.92,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,efeda5ca57ac1a5cf13ae40e,B20261477,2,429.6,343.68
REC-20250613-2424,2464.73,Card,completed,2025-06-13T06:33:57.396Z,69f6f37778e1596ba7c95e18,PLACEHOLDER_CASHIER_ID,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,9597f195fe9470313e8f380c,B20267181,3,99.55,79.64,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17
REC-20250613-2425,1340.41,Cash,completed,2025-06-13T03:54:49.396Z,69f6f37778e1596ba7c95e28,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,a5aea1d2fcc913298e5c52c9,B20268734,3,381.49,305.19,,,,,,,,,,,,,,,
REC-20250613-2426,1699.13,Card,completed,2025-06-13T08:28:06.396Z,69f6f37778e1596ba7c95e09,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,85228637ddf9200979819e3c,B20268554,1,241.1,192.88,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7
REC-20250613-2427,1769.81,Card,completed,2025-06-13T02:34:07.396Z,69f6f37778e1596ba7c95e04,PLACEHOLDER_CASHIER_ID,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,,,,,,,,,,
REC-20250613-2428,1892.15,Card,completed,2025-06-13T12:35:41.396Z,69f6f37778e1596ba7c95e1a,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,
REC-20250613-2429,1835.20,Cash,completed,2025-06-13T15:13:26.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,b5decbaca4947386a855bb24,B20267049,2,198.04,158.43,,,,,,,,,,
REC-20250613-2430,2708.63,Card,completed,2025-06-13T04:53:50.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,efa172e8efce41614eff5f1c,B20267119,2,318.36,254.69,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,,,,,,,,,,
REC-20250613-2431,1851.41,Online,completed,2025-06-13T09:35:37.396Z,69f6f37778e1596ba7c95e1f,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08,,,,,,,,,,
REC-20250613-2432,3137.72,Online,completed,2025-06-13T10:00:32.396Z,69f6f37778e1596ba7c95e05,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,1e09581578adf6bdeb94eb77,B20267303,2,383.82,307.06,971ee2fe9dde8e7b4668ebf1,B20269590,2,252.1,201.68,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,c67eef88155269b4b864dbfb,B20264182,1,137.47,109.98
REC-20250613-2433,2988.78,Online,completed,2025-06-13T09:29:30.396Z,69f6f37778e1596ba7c95e00,PLACEHOLDER_CASHIER_ID,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,,,,,,,,,,,,,,,
REC-20250613-2434,3463.92,Online,completed,2025-06-13T06:28:29.396Z,69f6f37778e1596ba7c95e29,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,3eb562f9a356dd1f95c0b2e5,B20263687,3,242.16,193.73,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,1e09581578adf6bdeb94eb77,B20267303,2,383.82,307.06,,,,,
REC-20250613-2435,2809.02,Online,completed,2025-06-13T02:48:58.396Z,,PLACEHOLDER_CASHIER_ID,085e5274131972e08df79438,B20266214,1,215.43,172.34,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04
REC-20250613-2436,184.63,Cash,completed,2025-06-13T05:23:01.396Z,,PLACEHOLDER_CASHIER_ID,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7,,,,,,,,,,,,,,,,,,,,
REC-20250613-2437,1362.55,Card,completed,2025-06-13T05:29:28.396Z,69f6f37778e1596ba7c95e00,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,,,,,,
REC-20250613-2438,3172.39,Online,completed,2025-06-13T14:03:19.396Z,69f6f37778e1596ba7c95e0d,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,3be7e7f67fc0680975e18b04,B20264537,1,292.13,233.7
REC-20250613-2439,1891.77,Online,completed,2025-06-13T08:18:25.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,,,,,,,,,,
REC-20250613-2440,1499.97,Cash,completed,2025-06-13T10:35:48.396Z,69f6f37778e1596ba7c95e2e,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,971ee2fe9dde8e7b4668ebf1,B20269590,2,252.1,201.68,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,,,,,
REC-20250613-2441,3180.51,Online,completed,2025-06-13T03:22:52.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,c67eef88155269b4b864dbfb,B20264182,2,137.47,109.98,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08,ce391e69d2542d345996de91,B20261947,3,586.85,469.48
REC-20250613-2442,1414.34,Cash,completed,2025-06-13T10:26:57.396Z,69f6f37778e1596ba7c95e2f,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,,,,,,,,,,
REC-20250613-2443,1020.60,Cash,completed,2025-06-13T11:58:06.396Z,69f6f37778e1596ba7c95e1c,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,3,47.96,38.37,046b2a17349c4ed0e71ab47e,B20265976,3,47.96,38.37,446e6b817445b26abca1a1b6,B20266835,2,366.42,293.14,,,,,,,,,,
REC-20250613-2444,2246.87,Cash,completed,2025-06-13T08:05:25.396Z,69f6f37778e1596ba7c95e28,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,9994fbff0b061fcd965261bc,B20266591,3,279.41,223.53,ee0beab30c8bb73e1a629812,B20268641,1,621.38,497.1,,,,,,,,,,
REC-20250613-2445,3998.23,Cash,completed,2025-06-13T08:14:57.396Z,69f6f37778e1596ba7c95e11,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92,ce391e69d2542d345996de91,B20261947,2,586.85,469.48
REC-20250613-2446,2118.58,Card,completed,2025-06-13T11:18:22.396Z,69f6f37778e1596ba7c95e15,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,,,,,,
REC-20250613-2447,1855.60,Online,completed,2025-06-13T14:03:55.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,,,,,,,,,,
REC-20250613-2448,3824.25,Card,completed,2025-06-13T07:37:53.396Z,69f6f37778e1596ba7c95e2b,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31
REC-20250613-2449,1491.97,Online,completed,2025-06-13T04:55:05.396Z,69f6f37778e1596ba7c95e25,PLACEHOLDER_CASHIER_ID,9597f195fe9470313e8f380c,B20267181,1,99.55,79.64,334c54051d6a41ef62d99177,B20266462,1,501.4,401.12,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,,,,,,,,,,
REC-20250613-2450,3609.37,Card,completed,2025-06-13T07:38:44.396Z,69f6f37778e1596ba7c95e12,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,40195178dfb430c5b44a7e6a,B20265805,2,377.6,302.08,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,
REC-20250613-2451,1471.43,Online,completed,2025-06-13T06:32:43.396Z,69f6f37778e1596ba7c95e13,PLACEHOLDER_CASHIER_ID,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,9597f195fe9470313e8f380c,B20267181,2,99.55,79.64,23fff3753ae81ad1a904efa6,B20266129,3,216.64,173.31,,,,,,,,,,
REC-20250613-2452,2062.32,Online,completed,2025-06-13T14:54:41.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,85228637ddf9200979819e3c,B20268554,2,241.1,192.88,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,199c0805ce11886585b4af5a,B20262768,3,184.63,147.7
REC-20250613-2453,466.46,Card,completed,2025-06-13T09:21:01.396Z,69f6f37778e1596ba7c95e0c,PLACEHOLDER_CASHIER_ID,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,046b2a17349c4ed0e71ab47e,B20265976,3,47.96,38.37,,,,,,,,,,,,,,,
REC-20250613-2454,5855.58,Card,completed,2025-06-13T11:01:50.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,82b588bca468babb2768aeab,B20264605,2,481.81,385.45,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53
